Key,koreana
perkFromTheShadows2,"그림자에 [decea3]26%[-] 더 효율적으로 숨어 소음을 [decea3]20%[-] 덜 발생시키며 [decea3]20%[-] 빨리 앉음. 적이 당신을 최대 [decea3]40[-]초 동안만 수색함."
perkFromTheShadows3,"그림자에 [decea3]39%[-] 더 효율적으로 숨어 소음을 [decea3]30%[-] 덜 발생시키며 [decea3]30%[-] 빨리 앉음. 적이 당신을 최대 [decea3]30[-]초 동안만 수색함."
perkFromTheShadows4,"그림자에 [decea3]52%[-] 더 효율적으로 숨어 소음을 [decea3]40%[-] 덜 발생시키며 [decea3]40%[-] 빨리 앉음. 적이 당신을 최대 [decea3]25[-]초 동안만 수색함."
perkFromTheShadows5,"그림자에 [decea3]65%[-] 더 효율적으로 숨어 소음을 [decea3]50%[-] 덜 발생시키며 [decea3]50%[-] 빨리 앉음. 적이 당신을 최대 [decea3]20[-]초 동안만 수색함."
perkHiddenStrike1,"은신 공격이 [decea3]50%[-]의 추가 데미지를 가함."
perkHiddenStrike2,"은신 공격이 [decea3]100%[-]의 추가 데미지를 가함."
perkHiddenStrike3,"은신 공격이 [decea3]150%[-]의 추가 데미지를 가함."
perkHiddenStrike4,"은신 공격이 [decea3]200%[-]의 추가 데미지를 가함."
perkHiddenStrike5,"은신 공격이 [decea3]250%[-]의 추가 데미지를 가함."
actionPerkHandguns,"권총"
actionPerkHandgunsDesc,"[decea3]권총[-]의 발사 속도, 재장전 속도, 데미지와 조준 속도를 [decea3]25%[-] 증가시킵니다. 권총을 사용하여 이 스킬을 강화시킵니다."
actionPerkHandgunsEffect,"[decea3]권총[-]의 발사 속도, 재장전 속도, 데미지와 조준 속도를 [decea3]0.25%[-] 증가."
actionPerkHandgunsLevelUp,"[decea3]권총[-] 액션 스킬이 향상되었습니다!"
actionPerkHandguns1,"데미지, 조준 속도, 사지 절단 확률 [decea3]+5%[-]\n헤드샷 데미지 [decea3]+10%[-]\n재장전 속도 [decea3]+2%[-]"
actionPerkHandguns2,"데미지, 조준 속도, 사지 절단 확률 [decea3]+10%[-]\n헤드샷 데미지 [decea3]+20%[-]\n재장전 속도 [decea3]+4%[-]"
actionPerkHandguns3,"데미지, 조준 속도, 사지 절단 확률 [decea3]+15%[-]\n헤드샷 데미지 [decea3]+30%[-]\n재장전 속도 [decea3]+6%[-]"
actionPerkHandguns4,"데미지, 조준 속도, 사지 절단 확률 [decea3]+20%[-]\n헤드샷 데미지 [decea3]+40%[-]\n재장전 속도 [decea3]+8%[-]"
actionPerkHandguns5,"데미지, 조준 속도, 사지 절단 확률 [decea3]+25%[-]\n헤드샷 데미지 [decea3]+50%[-]\n재장전 속도 [decea3]+10%[-]"
actionPerkBlades,"검과 단검"
actionPerkBladesDesc,"도검류 무기의 데미지, 공격 속도와 사지 절단 확률을 최대 [decea3]25%[-]까지 상승시키며 육류 획득량을 [decea3]40%[-]까지 증가시킵니다. 도검류 무기를 사용하여 이 스킬을 강화시킵니다."
actionPerkBladesEffect,"도검류 무기의 데미지, 공격 속도와 사지 절단 확률이 [decea3]0.25%[-] 상승. 육류 획득량 [decea3]0.4%[-] 증가."
actionPerkBladesLevelUp,"[decea3]검과 단검[-] 액션 스킬이 향상되었습니다!"
actionPerkBlades1,"데미지, 사지 절단 확률 [decea3]+5%[-]\n헤드샷 데미지 [decea3]+10%[-]"
actionPerkBlades2,"데미지, 사지 절단 확률 [decea3]+10%[-]\n헤드샷 데미지 [decea3]+20%[-]"
actionPerkBlades3,"데미지, 사지 절단 확률 [decea3]+15%[-]\n헤드샷 데미지 [decea3]+30%[-]"
actionPerkBlades4,"데미지, 사지 절단 확률 [decea3]+20%[-]\n헤드샷 데미지 [decea3]+40%[-]"
actionPerkBlades5,"데미지, 사지 절단 확률 [decea3]+25%[-]\n헤드샷 데미지 [decea3]+50%[-]"
actionPerkAthletics,"육상"
actionPerkAthleticsDesc,"달리는 동안 스태미너 재생 속도와 최대 스태미너를 [decea3]20%[-]까지 상승시킵니다. 걷거나 뛰고, 점프하고 수영하여 이 스킬을 강화시킵니다."
actionPerkAthleticsEffect,"달리는 동안 스태미너 재생 속도와 최대 스태미너 [decea3]0.2%[-] 상승."
actionPerkAthleticsLevelUp,"[decea3]육상[-] 액션 스킬이 향상되었습니다!"
actionPerkAthletics1,"최대 스태미너 [decea3]+5%[-]\n전력질주 스태미너 회복 [decea3]+5%[-]"
actionPerkAthletics2,"최대 스태미너 [decea3]+10%[-]\n전력질주 스태미너 회복 [decea3]10%[-]"
actionPerkAthletics3,"최대 스태미너 [decea3]+15%[-]\n전력질주 스태미너 회복 [decea3]15%[-]"
actionPerkAthletics4,"최대 스태미너 [decea3]+20%[-]\n전력질주 스태미너 회복 [decea3]20%[-]"
actionPerkAthletics5,"최대 스태미너 [decea3]+25%[-]\n전력질주 스태미너 회복 [decea3]25%[-]"
actionPerkSneaking,"은신"
actionPerkSneakingDesc,"앉는 속도와 일어섰을 때의 소음을 [decea3]25%[-]까지 감소시킵니다. 앉아서 이동하여 이 스킬을 강화시킵니다."
actionPerkSneakingEffect,"앉는 속도와 일어섰을 때의 소음 [decea3]0.25%[-]까지 감소."
actionPerkSneakingLevelUp,"[decea3]은신[-] 액션 스킬이 향상되었습니다!"
actionPerkSneaking1,"앉는 속도 [decea3]+5%[-]\n적에게 감지될 확률과 소음 [decea3]-5%[-]"
actionPerkSneaking2,"앉는 속도 [decea3]+10%[-]\n적에게 감지될 확률과 소음 [decea3]-10%[-]"
actionPerkSneaking3,"앉는 속도 [decea3]+15%[-]\n적에게 감지될 확률과 소음 [decea3]-15%[-]"
actionPerkSneaking4,"앉는 속도 [decea3]+20%[-]\n적에게 감지될 확률과 소음 [decea3]-20%[-]"
actionPerkSneaking5,"앉는 속도 [decea3]+25%[-]\n적에게 감지될 확률과 소음 [decea3]-25%[-]"
actionPerkAssasin,"암살"
actionPerkAssasinLevelUp,"[decea3]암살[-] 액션 스킬이 향상되었습니다!"
actionPerkAssasin1,"은신 공격 추가 데미지 [decea3]20%[-]"
actionPerkAssasin2,"은신 공격 추가 데미지 [decea3]40%[-]"
actionPerkAssasin3,"은신 공격 추가 데미지 [decea3]60%[-]"
actionPerkAssasin4,"은신 공격 추가 데미지 [decea3]80%[-]"
actionPerkAssasin5,"은신 공격 추가 데미지 [decea3]100%[-]"
actionPerkSubmachineGuns,"기관단총"
actionPerkSubmachineGunsDesc,"[decea3]기관단총[-]의 발사 속도, 재장전 속도, 데미지와 조준 속도를 [decea3]25%[-] 증가시킵니다. 기관단총을 사용하여 이 스킬을 강화시킵니다."
actionPerkSubmachineGunsEffect,"[decea3]기관단총[-]의 발사 속도, 재장전 속도, 데미지와 조준 속도 [decea3]0.25%[-] 증가."
actionPerkSubmachineGunsLevelUp,"[decea3]기관단총[-] 액션 스킬이 향상되었습니다!"
actionPerkSubmachineGuns1,"데미지, 조준 속도, 사지 절단 확률 [decea3]+5%[-]\n헤드샷 데미지 [decea3]+10%[-]\n재장전 속도 [decea3]+2%[-]\n[decea3]10mm 할로우 포인트 탄약 제작 해금[-]"
actionPerkSubmachineGuns2,"데미지, 조준 속도, 사지 절단 확률 [decea3]+10%[-]\n헤드샷 데미지 [decea3]+20%[-]\n재장전 속도 [decea3]+4%[-]\n[decea3]10mm 방어구 관통 탄약 제작 해금[-]"
actionPerkSubmachineGuns3,"데미지, 조준 속도, 사지 절단 확률 [decea3]+15%[-]\n헤드샷 데미지 [decea3]+30%[-]\n재장전 속도 [decea3]+6%[-]"
actionPerkSubmachineGuns4,"데미지, 조준 속도, 사지 절단 확률 [decea3]+20%[-]\n헤드샷 데미지 [decea3]+40%[-]\n재장전 속도 [decea3]+8%[-]"
actionPerkSubmachineGuns5,"데미지, 조준 속도, 사지 절단 확률 [decea3]+25%[-]\n헤드샷 데미지 [decea3]+50%[-]\n재장전 속도 [decea3]+10%[-]"
attIntellectName,"지능"
attIntellectDesc,"[decea3]지능[-] 스킬을 빨리 배울 수 있게 해주고, 다음 무기에 추가 헤드샷 데미지와 사지 절단 확률을 부여합니다.\n[decea3]SMG[-], [decea3]폭발물[-], [decea3]휴대용 포탑[-], [decea3]전기 호신봉[-]"
attIntellect01,"스킬 경험치 [decea3]+10%[-]\n헤드샷 데미지 [decea3]+5%[-]\n사지 절단 확률 [decea3]+2.5%[-]"
attIntellect02,"스킬 경험치 [decea3]+20%[-]\n헤드샷 데미지 [decea3]+10%[-]\n사지 절단 확률 [decea3]+5%[-]"
attIntellect03,"스킬 경험치 [decea3]+30%[-]\n헤드샷 데미지 [decea3]+15%[-]\n사지 절단 확률 [decea3]+7.5%[-]"
attIntellect04,"스킬 경험치 [decea3]+40%[-]\n헤드샷 데미지 [decea3]+20%[-]\n사지 절단 확률 [decea3]+10%[-]"
attIntellect05,"스킬 경험치 [decea3]+50%[-]\n헤드샷 데미지 [decea3]+25%[-]\n사지 절단 확률 [decea3]+12.5%[-]"
attIntellect06,"스킬 경험치 [decea3]+60%[-]\n헤드샷 데미지 [decea3]+30%[-]\n사지 절단 확률 [decea3]+15%[-]"
attIntellect07,"스킬 경험치 [decea3]+70%[-]\n헤드샷 데미지 [decea3]+35%[-]\n사지 절단 확률 [decea3]+17.5%[-]"
attIntellect08,"스킬 경험치 [decea3]+80%[-]\n헤드샷 데미지 [decea3]+40%[-]\n사지 절단 확률 [decea3]+20%[-]"
attIntellect09,"스킬 경험치 [decea3]+90%[-]\n헤드샷 데미지 [decea3]+45%[-]\n사지 절단 확률 [decea3]+22.5%[-]"
attIntellect10,"스킬 경험치 [decea3]+100%[-]\n헤드샷 데미지 [decea3]+50%[-]\n사지 절단 확률 [decea3]+25%[-]"
ulmPerkSubmachineGunsName,"기관단총"
ulmPerkSubmachineGunsDesc,"기관단총 사용에 능숙해지세요."
ulmPerkSubmachineGuns1,"기관단총이 [decea3]5%[-]의 추가 데미지, [decea3]5%[-] 더 빠른 발사 속도, [decea3]10%[-] 더 빠른 장전 속도를 가짐."
ulmPerkSubmachineGuns2,"기관단총이 [decea3]10%[-]의 추가 데미지, [decea3]10%[-] 더 빠른 발사 속도, [decea3]15%[-] 더 빠른 장전 속도를 가짐."
ulmPerkSubmachineGuns3,"기관단총이 [decea3]15%[-]의 추가 데미지, [decea3]15%[-] 더 빠른 발사 속도, [decea3]20%[-] 더 빠른 장전 속도를 가짐."
ulmPerkSubmachineGuns4,"기관단총이 [decea3]20%[-]의 추가 데미지, [decea3]20%[-] 더 빠른 발사 속도, [decea3]25%[-] 더 빠른 장전 속도를 가짐."
ulmPerkSubmachineGuns5,"기관단총이 [decea3]25%[-]의 추가 데미지, [decea3]25%[-] 더 빠른 발사 속도, [decea3]30%[-] 더 빠른 장전 속도를 가짐."
perkDemolitionsExpert1,"로켓 런쳐와 폭발물이 [decea3]10%[-]의 추가 데미지를 주며 [decea3]10%[-]의 조준 속도 향상, [decea3]10%[-] 높은 사지 절단 확률과 [decea3]5%[-] 빠른 재장전 속도를 가짐."
perkDemolitionsExpert2,"로켓 런쳐와 폭발물이 [decea3]20%[-]의 추가 데미지를 주며 [decea3]20%[-]의 조준 속도 향상, [decea3]20%[-] 높은 사지 절단 확률과 [decea3]10%[-] 빠른 재장전 속도를 가짐."
perkDemolitionsExpert3,"로켓 런쳐와 폭발물이 [decea3]30%[-]의 추가 데미지를 주며 [decea3]30%[-]의 조준 속도 향상, [decea3]30%[-] 높은 사지 절단 확률과 [decea3]15%[-] 빠른 재장전 속도를 가짐."
perkDemolitionsExpert4,"로켓 런쳐와 폭발물이 [decea3]40%[-]의 추가 데미지를 주며 [decea3]40%[-]의 조준 속도 향상, [decea3]40%[-] 높은 사지 절단 확률과 [decea3]20%[-] 빠른 재장전 속도를 가짐."
perkDemolitionsExpert5,"로켓 런쳐와 폭발물이 [decea3]50%[-]의 추가 데미지를 주며 [decea3]50%[-]의 조준 속도 향상, [decea3]50%[-] 높은 사지 절단 확률과 [decea3]25%[-] 빠른 재장전 속도를 가짐."
perkElectrocutioner,"단봉"
perkElectrocutioner1,"단봉이 [decea3]10%[-]의 추가 데미지를 주며 적을 [decea3]20%[-] 더 오래 기절시킴."
perkElectrocutioner2,"단봉이 [decea3]20%[-]의 추가 데미지를 주며 적을 [decea3]40%[-] 더 오래 기절시킴."
perkElectrocutioner3,"단봉이 [decea3]30%[-]의 추가 데미지를 주며 적을 [decea3]60%[-] 더 오래 기절시킴."
perkElectrocutioner4,"단봉이 [decea3]40%[-]의 추가 데미지를 주며 적을 [decea3]80%[-] 더 오래 기절시킴."
perkElectrocutioner5,"단봉이 [decea3]50%[-]의 추가 데미지를 주며 적을 [decea3]100%[-] 더 오래 기절시킴."
perkTurrets1,"휴대용 포탑이 [decea3]10%[-]의 추가 데미지를 가하며 [decea3]30%[-] 빠르게 사격하고 탄창 크기를 [decea3]10[-]발 늘림. 포탑 작동 범위가 [decea3]10[-]미터에서 [decea3]14[-]미터로 늘어남.\n전기 함정으로 적을 처치 시 [decea3]5%[-]의 추가 경험치를 획득함."
perkTurrets2,"휴대용 포탑이 [decea3]20%[-]의 추가 데미지를 가하며 [decea3]60%[-] 빠르게 사격하고 탄창 크기를 [decea3]20[-]발 늘림. 포탑 작동 범위가 [decea3]15[-]미터로 늘어남.\n전기 함정으로 적을 처치 시 [decea3]10%[-]의 추가 경험치를 획득함."
perkTurrets3,"휴대용 포탑이 [decea3]30%[-]의 추가 데미지를 가하며 [decea3]90%[-] 빠르게 사격하고 탄창 크기를 [decea3]30[-]발 늘림. 포탑 작동 범위가 [decea3]16[-]미터로 늘어남.\n전기 함정으로 적을 처치 시 [decea3]15%[-]의 추가 경험치를 획득함."
perkTurrets4,"휴대용 포탑이 [decea3]40%[-]의 추가 데미지를 가하며 [decea3]120%[-] 빠르게 사격하고 탄창 크기를 [decea3]40[-]발 늘림. 휴대용 포탑의 재장전 속도가 [decea3]10%[-] 증가하며 포탑 작동 범위가 [decea3]17[-]미터로 늘어남.\n전기 함정으로 적을 처치 시 [decea3]20%[-]의 추가 경험치를 획득함."
perkTurrets5,"휴대용 포탑의 재장전 속도가 [decea3]20%[-] 증가하며 포탑 작동 범위가 [decea3]18[-]미터로 늘어남. 탄창 크기가 [decea3]50[-]발 늘어나며 동시에 [decea3]2[-]개의 포탑을 배치해 작동시킬 수 있음.\n전기 함정으로 적을 처치 시 [decea3]25%[-]의 추가 경험치를 획득함."
perkBetterBarter1,"상인에게 사고 파는 아이템 가격이 [decea3]5%[-] 좋아짐."
perkBetterBarter2,"상인에게 사고 파는 아이템 가격이 [decea3]10%[-] 좋아짐."
perkBetterBarter3,"상인에게 사고 파는 아이템 가격이 [decea3]15%[-] 좋아짐."
perkBetterBarter4,"상인에게 사고 파는 아이템 가격이 [decea3]20%[-] 좋아짐."
perkBetterBarter5,"상인에게 사고 파는 아이템 가격이 [decea3]25%[-] 좋아짐."
perkDaringAdventurer1,"퀘스트 완료 시 [decea3]+5%[-] 의 추가 토큰을 얻음. 퀘스트 완료 보상 선택지가 증가함."
perkDaringAdventurer2,"퀘스트 완료 시 [decea3]+10%[-]의 추가 토큰을 얻음."
perkDaringAdventurer3,"퀘스트 완료 시 [decea3]+15%[-]의 추가 토큰을 얻음. 퀘스트 완료 보상 선택지가 증가함."
perkDaringAdventurer4,"퀘스트 완료 시 [decea3]+20%[-]의 추가 토큰을 얻음. 퀘스트 완료 보상을 추가로 선택할 수 있음."
perkSalvageOperations1,"렌치, 라쳇, 전동 드릴같은 분해 도구가 [decea3]10%[-] 추가 데미지를 주며 분해 시 자원을 [decea3]10%[-] 더 많이 획득함."
perkSalvageOperations2,"렌치, 라쳇, 전동 드릴같은 분해 도구가 [decea3]20%[-] 추가 데미지를 주며 분해 시 자원을 [decea3]20%[-] 더 많이 획득함."
perkSalvageOperations3,"렌치, 라쳇, 전동 드릴같은 분해 도구가 [decea3]30%[-] 추가 데미지를 주며 분해 시 자원을 [decea3]30%[-] 더 많이 획득함."
perkSalvageOperations4,"렌치, 라쳇, 전동 드릴같은 분해 도구가 [decea3]40%[-] 추가 데미지를 주며 분해 시 자원을 [decea3]40%[-] 더 많이 획득함."
perkSalvageOperations5,"렌치, 라쳇, 전동 드릴같은 분해 도구가 [decea3]50%[-] 추가 데미지를 주며 분해 시 자원을 [decea3]50%[-] 더 많이 획득함."
actionPerkExplosives,"폭발물"
actionPerkExplosivesLevelUp,"[decea3]폭발물[-] 액션 스킬이 향상되었습니다!"
actionPerkExplosives1,"데미지 [decea3]+10%[-]\n조준 속도와 사지 절단 확률 [decea3]+5%[-]\n재장전 속도 [decea3]+2%[-]"
actionPerkExplosives2,"데미지 [decea3]+20%[-]\n조준 속도와 사지 절단 확률 [decea3]+10%[-]\n재장전 속도 [decea3]+4%[-]"
actionPerkExplosives3,"데미지 [decea3]+30%[-]\n조준 속도와 사지 절단 확률 [decea3]+15%[-]\n재장전 속도 [decea3]+6%[-]"
actionPerkExplosives4,"데미지 [decea3]+40%[-]\n조준 속도와 사지 절단 확률 [decea3]+20%[-]\n재장전 속도 [decea3]+8%[-]"
actionPerkExplosives5,"데미지 [decea3]+50%[-]\n조준 속도와 사지 절단 확률 [decea3]+25%[-]\n재장전 속도 [decea3]+10%[-]"
actionPerkShockers,"단봉"
actionPerkShockersLevelUp,"[decea3]단봉[-] 액션 스킬이 향상되었습니다!"
actionPerkShockers1,"데미지, 사지 절단 확률 [decea3]+5%[-]\n헤드샷 데미지 [decea3]+10%[-]"
actionPerkShockers2,"데미지, 사지 절단 확률 [decea3]+10%[-]\n헤드샷 데미지 [decea3]+20%[-]"
actionPerkShockers3,"데미지, 사지 절단 확률 [decea3]+15%[-]\n헤드샷 데미지 [decea3]+30%[-]"
actionPerkShockers4,"데미지, 사지 절단 확률 [decea3]+20%[-]\n헤드샷 데미지 [decea3]+40%[-]"
actionPerkShockers5,"데미지, 사지 절단 확률 [decea3]+25%[-]\n헤드샷 데미지 [decea3]+50%[-]"
actionPerkTurrets,"포탑"
actionPerkTurretsLevelUp,"[decea3]포탑[-] 액션 스킬이 향상되었습니다!"
actionPerkTurrets1,"휴대용 포탑 성능 [decea3]+5%[-]\n전기 함정 획득 경험치 [decea3]+5%[-]"
actionPerkTurrets2,"휴대용 포탑 성능 [decea3]+10%[-]\n전기 함정 획득 경험치 [decea3]+10%[-]"
actionPerkTurrets3,"휴대용 포탑 성능 [decea3]+15%[-]\n전기 함정 획득 경험치 [decea3]+15%[-]"
actionPerkTurrets4,"휴대용 포탑 성능 [decea3]+20%[-]\n전기 함정 획득 경험치 [decea3]+20%[-]"
actionPerkTurrets5,"휴대용 포탑 성능 [decea3]+25%[-]\n전기 함정 획득 경험치 [decea3]+25%[-]"
actionPerkTrading,"거래"
actionPerkTradingLevelUp,"[decea3]거래[-] 액션 스킬이 향상되었습니다!"
actionPerkTrading1,"상인에게 파는 가격 [decea3]+5%[-]\n상인과의 뒷거래 아이템 수량 [decea3]+1[-]"
actionPerkTrading2,"상인에게 파는 가격 [decea3]+10%[-]\n상인과의 뒷거래 아이템 수량 [decea3]+2[-]"
actionPerkTrading3,"상인에게 파는 가격 [decea3]+15%[-]\n상인과의 뒷거래 아이템 수량 [decea3]+3[-]"
actionPerkTrading4,"상인에게 파는 가격 [decea3]+20%[-]\n상인과의 뒷거래 아이템 수량 [decea3]+4[-]"
actionPerkTrading5,"상인에게 파는 가격 [decea3]+25%[-]\n상인과의 뒷거래 아이템 수량 [decea3]+5[-]"
actionPerkQuesting,"퀘스트"
actionPerkQuestingLevelUp,"[decea3]퀘스트[-] 액션 스킬이 향상되었습니다!"
actionPerkQuesting1,"퀘스트 완료 보상 토큰 [decea3]+5%[-]"
actionPerkQuesting2,"퀘스트 완료 보상 토큰 [decea3]+10%[-]"
actionPerkQuesting3,"퀘스트 완료 보상 토큰 [decea3]+15%[-]\n추가 퀘스트 완료 보상 선택지"
actionPerkQuesting4,"퀘스트 완료 보상 토큰 [decea3]+20%[-]\n추가 퀘스트 완료 보상"
actionPerkQuesting5,"퀘스트 완료 보상 토큰 [decea3]+25%[-]"
actionPerkSalvaging,"분해 도구"
actionPerkSalvagingLevelUp,"[decea3]분해 도구[-] 액션 스킬이 향상되었습니다!"
actionPerkSalvaging1,"데미지 [decea3]+10%[-]\n분해 효율 [decea3]+10%[-]"
actionPerkSalvaging2,"데미지 [decea3]+20%[-]\n분해 효율 [decea3]+20%[-]"
actionPerkSalvaging3,"데미지 [decea3]+30%[-]\n분해 효율 [decea3]+30%[-]"
actionPerkSalvaging4,"데미지 [decea3]+40%[-]\n분해 효율 [decea3]+40%[-]"
actionPerkSalvaging5,"데미지 [decea3]+50%[-]\n분해 효율 [decea3]+50%[-]"
perkNightStalkerThiefAdrenalineDesc,"밤에 [decea3]+50[-]만큼의 무게를 더 들 수 있습니다."
perkNightStalkerThiefAdrenalineLongDesc,"도둑의 아드레날린: 밤에 아드레날린이 폭발적으로 분비되어 짐이 가벼운 느낌이 듭니다. 밤에 [decea3]+50[-]만큼의 무게를 더 들 수 있습니다."
perkFiremansAlmanacCompleteDesc,"불탄 지역에서 더 오래 달리며 [decea3]+50[-]만큼의 무게를 더 듭니다."
perkFiremansAlmanacCompleteLongDesc,"불탄 지역에서 더 오래 달리며 [decea3]+50[-]만큼의 무게를 더 듭니다."
perkGreatHeistCompleteDesc,"자물쇠 따기 레벨이 [decea3]+25[-] 증가하며\n[decea3]실핀[-] 제작 방법을 해금하고 [decea3]실핀[-]과 [decea3]락픽[-] 내구도가 [decea3]25%[-] 증가합니다."
perkGreatHeistCompleteLongDesc,"자물쇠 따기 레벨이 [decea3]+25[-] 증가하며\n[decea3]실핀[-] 제작 방법을 해금하고 [decea3]실핀[-]과 [decea3]락픽[-] 내구도가 [decea3]25%[-] 증가합니다."
perkInfiltrator1,"지뢰와 함정을 밟아도 [decea3]0.5[-]초 늦게 작동함. 지뢰로부터 데미지를 [decea3]20%[-] 적게 받음."
perkInfiltrator2,"지뢰와 함정을 밟아도 [decea3]1[-]초 늦게 작동함. 지뢰로부터 데미지를 [decea3]35%[-] 적게 받음."
perkInfiltrator3,"지뢰와 함정을 밟아도 [decea3]2[-]초 늦게 작동함. 지뢰로부터 데미지를 [decea3]50%[-] 적게 받음. [decea3]지뢰를 집어들 수 있음.[-]"
perkAnimalTrackerRank1Desc,"토끼, 뱀, 닭과 같은 작은 동물을 추적할 수 있습니다. 나침반과 지도에 위치가 표시됩니다."
perkAnimalTrackerRank2Desc,"사슴, 멧돼지, 늑대, 코요테를 추적할 수 있습니다."
perkAnimalTrackerRank3Desc,"퓨마나 곰 같은 큰 동물을 추적할 수 있습니다."
perkPenetratorRank1Desc,"화기, 활과 석궁 그리고 창이 적의 방어력을 [decea3]15%[-] 관통함."
perkPenetratorRank2Desc,"화기, 활과 석궁 그리고 창이 적의 방어력을 [decea3]25%[-] 관통함. 사냥용 소총과 저격용 소총의 AP 탄약이 [decea3]1[-]명을 추가로 관통하거나 [decea3]500HP[-]까지 관통함."
perkPenetratorRank3Desc,"화기, 활과 석궁 그리고 창이 적의 방어력을 [decea3]35%[-] 관통함. 사냥용 소총과 저격용 소총의 AP 탄약이 [decea3]2[-]명을 추가로 관통하거나 [decea3]750HP[-]까지 관통함."
perkPenetratorRank4Desc,"화기, 활과 석궁 그리고 창이 적의 방어력을 [decea3]35%[-] 관통함. 사냥용 소총과 저격용 소총의 AP 탄약이 [decea3]3[-]명을 추가로 관통하거나 [decea3]1000HP[-]까지 관통함."
perkLuckyLooter1,"전리품 탐색 속도가 [decea3]10%[-] 빨라짐.\n전리품 스테이지 [decea3]+5%[-] 증가."
perkLuckyLooter2,"전리품 탐색 속도가 [decea3]20%[-] 빨라짐.\n전리품 스테이지 [decea3]+10%[-] 증가."
perkLuckyLooter3,"전리품 탐색 속도가 [decea3]30%[-] 빨라짐.\n전리품 스테이지 [decea3]+15%[-] 증가."
perkLuckyLooter4,"전리품 탐색 속도가 [decea3]40%[-] 빨라짐.\n전리품 스테이지 [decea3]+20%[-] 증가."
perkLuckyLooter5,"전리품 탐색 속도가 [decea3]50%[-] 빨라짐.\n전리품 스테이지 [decea3]+25%[-] 증가."
perkTreasureHunterRank1Desc,"매장된 보물상자에서 [decea3]10%[-]의 추가 아이템을 획득. 수색 반경도 [decea3]30%[-] 감소함."
perkTreasureHunterRank2Desc,"매장된 보물상자에서 [decea3]20%[-]의 추가 아이템을 획득. 수색 반경도 [decea3]50%[-] 감소함."
perkTreasureHunterRank3Desc,"매장된 보물상자에서 [decea3]30%[-]의 추가 아이템을 획득. 수색 반경도 [decea3]70%[-] 감소함."
perkSexualTrex1,"근접 무기와 도구 사용 스태미너가 [decea3]5%[-] 감소되며, 강타에 사용되는 스태미너도 [decea3]10%[-] 감소함. 적을 처치 시 [decea3]10[-]의 스태미너를 회복함."
perkSexualTrex2,"근접 무기와 도구 사용 스태미너가 [decea3]10%[-] 감소되며, 강타에 사용되는 스태미너도 [decea3]20%[-] 감소함. 적을 처치 시 [decea3]20[-]의 스태미너를 회복함."
perkSexualTrex3,"근접 무기와 도구 사용 스태미너가 [decea3]20%[-] 감소되며, 강타에 사용되는 스태미너도 [decea3]40%[-] 감소함. 적을 처치 시 [decea3]30[-]의 스태미너를 회복함."
perkHeavyArmorRank1Desc,"중갑옷의 이동 속도와 스태미너 페널티가 [decea3]5%[-] 감소하며 내구도가 [decea3]50%[-] 증가함."
perkHeavyArmorRank2Desc,"중갑옷의 이동 속도와 스태미너 페널티가 [decea3]10%[-] 감소하며 내구도가 [decea3]100%[-] 증가함."
perkHeavyArmorRank3Desc,"중갑옷의 이동 속도와 스태미너 페널티가 [decea3]17%[-] 감소하며 내구도가 [decea3]150%[-] 증가함."
perkHeavyArmorRank4Desc,"중갑옷의 이동 속도와 스태미너 페널티가 [decea3]25%[-] 감소하며 내구도가 [decea3]200%[-] 증가함."
perkLivingOffTheLand1,"야생이나 직접 심은 작물에서 [decea3]2[-]개의 아이템을 얻음."
perkLivingOffTheLand2,"농장 터를 제작하는 데 드는 재료가 [decea3]25%[-] 감소함."
perkLivingOffTheLand3,"야생이나 직접 심은 작물에서 [decea3]3[-]개의 아이템을 얻으며 농장 터를 제작하는 데 드는 재료가 [decea3]50%[-] 감소함."
perkHealingFactorRank1Desc,"[decea3]90[-]초마다 체력을 1 회복함. 치명적인 상처가 [decea3]20%[-] 더 빨리 치유됨."
perkHealingFactorRank2Desc,"[decea3]45[-]초마다 체력을 1 회복함. 치명적인 상처가 [decea3]40%[-] 더 빨리 치유됨."
perkHealingFactorRank3Desc,"[decea3]20[-]초마다 체력을 1 회복함. 치명적인 상처가 [decea3]60%[-] 더 빨리 치유됨."
perkHealingFactorRank4Desc,"[decea3]10[-]초마다 체력을 1 회복함. 치명적인 상처가 [decea3]80%[-] 더 빨리 치유됨."
perkHealingFactorRank5Desc,"[decea3]6[-]초마다 체력을 1 회복함. 치명적인 상처가 2배 빨리 치유됨."
perkSlowMetabolismRank1Desc,"포만감과 수분이 [decea3]5%[-] 적게 감소하며 숨을 [decea3]84[-]초까지 참을 수 있음. 이질에 걸릴 확률이 [decea3]1%[-] 감소하며 소모품의 지속 시간이 [decea3]10%[-] 증가함."
perkSlowMetabolismRank2Desc,"포만감과 수분이 [decea3]10%[-] 적게 감소하며 숨을 [decea3]108[-]초까지 참을 수 있음. 이질에 걸릴 확률이 [decea3]2%[-] 감소하며 소모품의 지속 시간이 [decea3]20%[-] 증가함."
perkSlowMetabolismRank3Desc,"포만감과 수분이 [decea3]15%[-] 적게 감소하며 숨을 [decea3]132[-]초까지 참을 수 있음. 이질에 걸릴 확률이 [decea3]3%[-] 감소하며 소모품의 지속 시간이 [decea3]30%[-] 증가함."
